alpha,beta,chain
-0.24821344,0.19006717,chain_2
-0.22334664,0.17171183,chain_2
-0.22960646,0.17443192,chain_2
-0.20079349,0.14468054,chain_2
-0.21742101,0.16275251,chain_2
-0.17423391,0.13926731,chain_2
-0.2172295,0.15932463,chain_2
-0.24561498,0.20456818,chain_2
-0.21224217,0.1810382,chain_2
-0.17754151,0.1485463,chain_2
-0.21687168,0.16977686,chain_2
-0.22435552,0.19138932,chain_2
-0.25114992,0.19498135,chain_2
-0.2219615,0.2080131,chain_2
-0.21779601,0.1729873,chain_2
-0.21199366,0.1676281,chain_2
-0.2219027,0.19814385,chain_2
-0.20223886,0.1788844,chain_2
-0.2157624,0.15149406,chain_2
-0.21125114,0.17336518,chain_2
-0.21703279,0.18255135,chain_2
-0.19583274,0.17838344,chain_2
-0.20993216,0.18311349,chain_2
-0.20065132,0.21106322,chain_2
-0.19587551,0.14915498,chain_2
-0.21065792,0.13223355,chain_2
-0.2529256,0.18614995,chain_2
-0.21132667,0.17934245,chain_2
-0.2322085,0.18039128,chain_2
-0.21413372,0.15788966,chain_2
-0.21197702,0.17090768,chain_2
-0.19455203,0.14537373,chain_2
-0.21097147,0.17285466,chain_2
-0.19691882,0.16172482,chain_2
-0.21675768,0.16420855,chain_2
-0.22595453,0.19702534,chain_2
-0.21773821,0.1680523,chain_2
-0.20808297,0.18238129,chain_2
-0.20579,0.16914555,chain_2
-0.204208,0.17675257,chain_2
-0.20758714,0.1936889,chain_2
-0.1816891,0.18515646,chain_2
-0.20276256,0.16604245,chain_2
-0.23599459,0.20300195,chain_2
-0.2110819,0.15831298,chain_2
-0.23307128,0.1854389,chain_2
-0.21719602,0.18432824,chain_2
-0.2051583,0.18339632,chain_2
-0.22364397,0.20278494,chain_2
-0.20940727,0.20470028,chain_2
-0.20307499,0.17890938,chain_2
-0.20291334,0.17783402,chain_2
-0.20735753,0.16453373,chain_2
-0.21465595,0.17345132,chain_2
-0.21055433,0.17514694,chain_2
-0.22464287,0.19561411,chain_2
-0.21236782,0.14611454,chain_2
-0.23102602,0.19467361,chain_2
-0.2204837,0.19092053,chain_2
-0.2345374,0.17306533,chain_2
-0.23883711,0.15407923,chain_2
-0.21089965,0.19164293,chain_2
-0.21803078,0.18578383,chain_2
-0.17455158,0.17028774,chain_2
-0.20492244,0.18474105,chain_2
-0.2261891,0.1738789,chain_2
-0.194932,0.172906,chain_2
-0.22288837,0.18712448,chain_2
-0.2215087,0.17611074,chain_2
-0.24177192,0.18241133,chain_2
-0.20276454,0.16580625,chain_2
-0.24659431,0.1950789,chain_2
-0.20276847,0.17961195,chain_2
-0.1834166,0.16642264,chain_2
-0.250785,0.19728918,chain_2
-0.20596127,0.15881705,chain_2
-0.20042261,0.18935995,chain_2
-0.16870746,0.116548724,chain_2
-0.19746819,0.16485035,chain_2
-0.21596721,0.17497203,chain_2
-0.18995087,0.17974813,chain_2
-0.175455,0.16145645,chain_2
-0.22130662,0.17090563,chain_2
-0.217195,0.1568872,chain_2
-0.21708953,0.14788939,chain_2
-0.22476116,0.20031434,chain_2
-0.21622747,0.1765388,chain_2
-0.21213643,0.17530493,chain_2
-0.22284973,0.19340357,chain_2
-0.22336116,0.1953361,chain_2
-0.1817479,0.15342036,chain_2
-0.23289728,0.17716593,chain_2
-0.18442959,0.1784486,chain_2
-0.21053535,0.1765213,chain_2
-0.22513211,0.19643831,chain_2
-0.2152617,0.1920249,chain_2
-0.23673685,0.22884107,chain_2
-0.2062004,0.17512082,chain_2
-0.21532921,0.17919363,chain_2
-0.23611271,0.16432631,chain_2
-0.2148787,0.18551853,chain_2
-0.20659663,0.17299674,chain_2
-0.2077737,0.14691202,chain_2
-0.21113224,0.18337137,chain_2
-0.21161677,0.17516777,chain_2
-0.25194913,0.18478276,chain_2
-0.22520985,0.18789692,chain_2
-0.22564827,0.20503484,chain_2
-0.23245429,0.20072013,chain_2
-0.23740262,0.19894883,chain_2
-0.24669713,0.19774456,chain_2
-0.22946069,0.19885081,chain_2
-0.18942718,0.18279369,chain_2
-0.21042958,0.18274948,chain_2
-0.24586149,0.2079368,chain_2
-0.19945578,0.17131704,chain_2
-0.2318277,0.19847211,chain_2
-0.20836663,0.19592309,chain_2
-0.2356289,0.19554728,chain_2
-0.2345393,0.21406429,chain_2
-0.2122393,0.17380346,chain_2
-0.21766216,0.1834197,chain_2
-0.21227843,0.17713937,chain_2
-0.22529382,0.18834534,chain_2
-0.19576225,0.15141465,chain_2
-0.1987552,0.17282936,chain_2
-0.17926787,0.18530376,chain_2
-0.16651276,0.16271907,chain_2
-0.20050246,0.1615015,chain_2
-0.20248927,0.16680841,chain_2
-0.23689741,0.1967896,chain_2
-0.21941437,0.17779738,chain_2
-0.23485485,0.1775934,chain_2
-0.22618265,0.15475446,chain_2
-0.21484247,0.21053675,chain_2
-0.2220666,0.18863967,chain_2
-0.23459955,0.19986242,chain_2
-0.22301185,0.16682722,chain_2
-0.21150172,0.19324292,chain_2
-0.2351381,0.19332622,chain_2
-0.24337552,0.21513535,chain_2
-0.20433423,0.18240252,chain_2
-0.23836581,0.20737164,chain_2
-0.23448707,0.19781213,chain_2
-0.22805057,0.17763442,chain_2
-0.22716469,0.18072721,chain_2
-0.2207905,0.1761971,chain_2
-0.264368,0.20595314,chain_2
-0.20042135,0.19884834,chain_2
-0.19271114,0.17533699,chain_2
-0.19444147,0.17611694,chain_2
-0.2314085,0.22589435,chain_2
-0.24315722,0.20968054,chain_2
-0.2080274,0.135514,chain_2
-0.22887564,0.19243209,chain_2
-0.22614262,0.16892733,chain_2
-0.2361834,0.22548687,chain_2
-0.22021505,0.17806649,chain_2
-0.2436891,0.17915033,chain_2
-0.22876889,0.20014326,chain_2
-0.22330487,0.22349311,chain_2
-0.19372872,0.18605666,chain_2
-0.21735263,0.14740655,chain_2
-0.2166743,0.19324224,chain_2
-0.22726505,0.20029116,chain_2
-0.20592687,0.16257694,chain_2
-0.1973776,0.15204154,chain_2
-0.22835869,0.16843282,chain_2
-0.2081373,0.16989662,chain_2
-0.23622191,0.1977674,chain_2
-0.21066472,0.17449583,chain_2
-0.21701996,0.1783845,chain_2
-0.22538692,0.19104166,chain_2
-0.20643519,0.17670017,chain_2
-0.20358141,0.16959056,chain_2
-0.20666055,0.16435209,chain_2
-0.19081241,0.17357127,chain_2
-0.23537344,0.19378468,chain_2
-0.19846207,0.21013553,chain_2
-0.18366614,0.14676769,chain_2
-0.20700783,0.18456845,chain_2
-0.22574942,0.21206143,chain_2
-0.19822513,0.20753337,chain_2
-0.2479742,0.23597173,chain_2
-0.21974005,0.16099656,chain_2
-0.22448611,0.2033449,chain_2
-0.2115995,0.17944151,chain_2
-0.20705727,0.18234453,chain_2
-0.24256545,0.22487864,chain_2
-0.21812205,0.17628479,chain_2
-0.19683933,0.16148601,chain_2
-0.19389552,0.16310667,chain_2
-0.22890747,0.16297835,chain_2
-0.23509459,0.15331417,chain_2
-0.23705557,0.20268276,chain_2
-0.19501844,0.14136457,chain_2
-0.18453358,0.14231022,chain_2
-0.21878709,0.19597383,chain_2
-0.21184584,0.20711479,chain_2
-0.20785277,0.18018356,chain_2
-0.25270414,0.21532945,chain_2
-0.24855731,0.18672505,chain_2
-0.25026938,0.20769429,chain_2
-0.2102954,0.185292,chain_2
-0.21863672,0.178881,chain_2
-0.21048982,0.17386824,chain_2
-0.20368211,0.1949092,chain_2
-0.2301773,0.1867639,chain_2
-0.2130421,0.19632226,chain_2
-0.2189122,0.17794439,chain_2
-0.22026582,0.20937052,chain_2
-0.19920996,0.18739472,chain_2
-0.18782094,0.17185934,chain_2
-0.20703007,0.14370704,chain_2
-0.20608671,0.1869175,chain_2
-0.22792643,0.20116074,chain_2
-0.20087095,0.16380459,chain_2
-0.22864726,0.20335506,chain_2
-0.20970052,0.19550543,chain_2
-0.21877989,0.18674473,chain_2
-0.20400807,0.14642908,chain_2
-0.2032554,0.16154826,chain_2
-0.21294942,0.1789807,chain_2
-0.24118331,0.21926816,chain_2
-0.22517373,0.18132627,chain_2
-0.21483885,0.20169955,chain_2
-0.21749832,0.16388777,chain_2
-0.18061629,0.18113193,chain_2
-0.25356543,0.17558122,chain_2
-0.22051753,0.16793574,chain_2
-0.18839376,0.15091814,chain_2
-0.21224496,0.16949956,chain_2
-0.24446775,0.19670641,chain_2
-0.21577552,0.1595286,chain_2
-0.19820118,0.1842427,chain_2
-0.21501687,0.17841078,chain_2
-0.18665767,0.1678833,chain_2
-0.23518018,0.15290064,chain_2
-0.23092394,0.15617882,chain_2
-0.20727576,0.17391798,chain_2
-0.1988911,0.19460312,chain_2
-0.18170758,0.15956347,chain_2
-0.19116479,0.15676025,chain_2
-0.23998152,0.2081218,chain_2
-0.23892276,0.20542103,chain_2
-0.2120033,0.145975,chain_2
-0.21035083,0.20302247,chain_2
-0.19287471,0.19014809,chain_2
-0.20649642,0.17448781,chain_2
-0.1958598,0.16505186,chain_2
-0.22497739,0.16418712,chain_2
-0.19744775,0.15157165,chain_2
-0.2059364,0.16624592,chain_2
-0.2208084,0.16983508,chain_2
-0.23739073,0.18766348,chain_2
-0.2212854,0.20047006,chain_2
-0.20120513,0.16235286,chain_2
-0.24238423,0.2031392,chain_2
-0.20995685,0.16648306,chain_2
-0.20428798,0.17249118,chain_2
-0.22268373,0.18313827,chain_2
-0.21357964,0.15873986,chain_2
-0.19482201,0.15087819,chain_2
-0.1927393,0.1412652,chain_2
-0.17275104,0.1709727,chain_2
-0.22012791,0.16332708,chain_2
-0.23962529,0.22061306,chain_2
-0.19233382,0.17767721,chain_2
-0.23377292,0.18846819,chain_2
-0.23809715,0.2205979,chain_2
-0.18996902,0.1555883,chain_2
-0.21117921,0.16070399,chain_2
-0.21931447,0.14795294,chain_2
-0.22731587,0.19500053,chain_2
-0.20755231,0.1949277,chain_2
-0.22194397,0.20305136,chain_2
-0.2244012,0.20036049,chain_2
-0.19332953,0.14532958,chain_2
-0.23349093,0.20531926,chain_2
-0.20518841,0.13652676,chain_2
-0.22332074,0.17156197,chain_2
-0.22423655,0.19729649,chain_2
-0.20247065,0.15459281,chain_2
-0.19929412,0.17599444,chain_2
-0.17224629,0.14174509,chain_2
-0.21956244,0.20947365,chain_2
-0.25336075,0.2207049,chain_2
-0.211826,0.1830363,chain_2
-0.22884277,0.18363367,chain_2
-0.22821371,0.19064741,chain_2
-0.25726092,0.18007013,chain_2
-0.23355696,0.18659364,chain_2
-0.19936912,0.18789649,chain_2
-0.19107638,0.1899889,chain_2
-0.23589215,0.21484835,chain_2
-0.20132199,0.14152238,chain_2
-0.19766021,0.18800366,chain_2
-0.20054655,0.17370479,chain_2
-0.20544294,0.16354999,chain_2
-0.22645557,0.17377695,chain_2
-0.22434081,0.18233757,chain_2
-0.23916107,0.19814393,chain_2
-0.24214162,0.22223035,chain_2
-0.23179351,0.1746409,chain_2
-0.23013511,0.17824167,chain_2
-0.21659632,0.17282057,chain_2
-0.23262846,0.20694442,chain_2
-0.20089348,0.1860626,chain_2
-0.21581762,0.18262023,chain_2
-0.172944,0.14887428,chain_2
-0.22878948,0.1780464,chain_2
-0.26237053,0.23293348,chain_2
-0.19147977,0.15567617,chain_2
-0.2115237,0.16210595,chain_2
-0.22709315,0.19423163,chain_2
-0.20398268,0.19165592,chain_2
-0.21461482,0.16934091,chain_2
-0.21782862,0.20078993,chain_2
-0.21314535,0.1511622,chain_2
-0.20010363,0.18652324,chain_2
-0.25169775,0.23059374,chain_2
-0.2173159,0.19424683,chain_2
-0.21315724,0.17914596,chain_2
-0.20803599,0.17736869,chain_2
-0.23258518,0.19094239,chain_2
-0.21960354,0.18528104,chain_2
-0.19792207,0.17123163,chain_2
-0.23284839,0.16430499,chain_2
-0.20023128,0.17369993,chain_2
-0.20066905,0.1371575,chain_2
-0.20565434,0.17938368,chain_2
-0.24107397,0.1864,chain_2
-0.23609582,0.20074756,chain_2
-0.21038665,0.21563609,chain_2
-0.22203408,0.15735593,chain_2
-0.19285367,0.17370635,chain_2
-0.21073264,0.18944725,chain_2
-0.2562372,0.21131565,chain_2
-0.21352668,0.17945969,chain_2
-0.19400951,0.18354218,chain_2
-0.21645173,0.16512409,chain_2
-0.23315324,0.20249848,chain_2
-0.20372564,0.16970502,chain_2
-0.2124937,0.16067944,chain_2
-0.20862542,0.14191017,chain_2
-0.20102184,0.14711599,chain_2
-0.20096138,0.14568447,chain_2
-0.21574171,0.20580673,chain_2
-0.21921705,0.1852554,chain_2
-0.22118053,0.18037996,chain_2
-0.19719066,0.16551897,chain_2
-0.21177562,0.15631685,chain_2
-0.22708327,0.20366663,chain_2
-0.20656389,0.17767578,chain_2
-0.20315227,0.19363125,chain_2
-0.2347455,0.20704843,chain_2
-0.23524497,0.19853139,chain_2
-0.2327233,0.16476353,chain_2
-0.20823923,0.14318286,chain_2
-0.20309006,0.17873847,chain_2
-0.20632507,0.18182161,chain_2
-0.21383525,0.18829517,chain_2
-0.21627854,0.16704684,chain_2
-0.2144906,0.19839053,chain_2
-0.22323185,0.16541658,chain_2
-0.21140693,0.17701146,chain_2
-0.20047939,0.15390731,chain_2
-0.19247252,0.13032874,chain_2
-0.22208396,0.15771571,chain_2
-0.23051952,0.22740732,chain_2
-0.22369272,0.18867362,chain_2
-0.23719054,0.18820028,chain_2
-0.19915377,0.19131814,chain_2
-0.2183506,0.17084529,chain_2
-0.20629634,0.16296276,chain_2
-0.20226909,0.19335222,chain_2
-0.21454743,0.1894024,chain_2
-0.23551525,0.19990358,chain_2
-0.2062678,0.16657849,chain_2
-0.19585444,0.16882625,chain_2
-0.21344568,0.1614197,chain_2
-0.20112588,0.16285715,chain_2
-0.2105996,0.18736887,chain_2
-0.20367132,0.15991288,chain_2
-0.21729521,0.19955209,chain_2
-0.20992596,0.1605756,chain_2
-0.19434424,0.17779866,chain_2
-0.18713425,0.14938553,chain_2
-0.22803572,0.18322532,chain_2
-0.21802522,0.17787863,chain_2
-0.24953595,0.2023812,chain_2
-0.23939191,0.20976608,chain_2
-0.21355332,0.19780718,chain_2
-0.20349352,0.15451498,chain_2
-0.19486937,0.17168596,chain_2
-0.21247642,0.18123615,chain_2
-0.2027873,0.16396463,chain_2
-0.21304213,0.1909655,chain_2
-0.22165363,0.2040391,chain_2
-0.21388821,0.18949865,chain_2
-0.20198582,0.20769627,chain_2
-0.207077,0.16441947,chain_2
-0.22163612,0.172185,chain_2
-0.19908354,0.16625276,chain_2
-0.20022541,0.1599982,chain_2
-0.25506148,0.19538683,chain_2
-0.20938268,0.18494181,chain_2
-0.19342516,0.15621984,chain_2
-0.21199515,0.13756184,chain_2
-0.19821933,0.1607215,chain_2
-0.21652299,0.16767941,chain_2
-0.22961462,0.16563384,chain_2
-0.2124979,0.16577287,chain_2
-0.19610001,0.14826506,chain_2
-0.22795679,0.16853148,chain_2
-0.23071349,0.17693783,chain_2
-0.20043598,0.2037601,chain_2
-0.2206228,0.18549867,chain_2
-0.25782856,0.17700543,chain_2
-0.21181694,0.19885416,chain_2
-0.21899949,0.19085157,chain_2
-0.21898153,0.1824603,chain_2
-0.2244622,0.2292301,chain_2
-0.20124723,0.14603163,chain_2
-0.21979949,0.19769876,chain_2
-0.21393125,0.19600977,chain_2
-0.22559457,0.22151367,chain_2
-0.21223271,0.18512075,chain_2
-0.19842033,0.1842063,chain_2
-0.21294603,0.15798685,chain_2
-0.17848533,0.14434823,chain_2
-0.23717697,0.19282182,chain_2
-0.21489842,0.17881621,chain_2
-0.21519068,0.1569929,chain_2
-0.21148185,0.16897674,chain_2
-0.20432536,0.18542829,chain_2
-0.20776838,0.16202493,chain_2
-0.20761997,0.1558569,chain_2
-0.22955133,0.17871559,chain_2
-0.25468212,0.21408558,chain_2
-0.22653037,0.16703789,chain_2
-0.20528634,0.18396354,chain_2
-0.21223202,0.20566729,chain_2
-0.23723923,0.17738588,chain_2
-0.23062311,0.1677241,chain_2
-0.18257052,0.16953956,chain_2
-0.23206213,0.20467211,chain_2
-0.20317902,0.16014808,chain_2
-0.22318825,0.16648299,chain_2
-0.2341138,0.18925016,chain_2
-0.21870303,0.21342395,chain_2
-0.20474197,0.14741138,chain_2
-0.21889193,0.20233263,chain_2
-0.21131715,0.19066995,chain_2
-0.190671,0.1868995,chain_2
-0.2050249,0.176654,chain_2
-0.21176021,0.1894722,chain_2
-0.23813517,0.20500782,chain_2
-0.215697,0.17220077,chain_2
-0.20194985,0.16458538,chain_2
-0.21931121,0.15856373,chain_2
-0.21788475,0.1723894,chain_2
-0.2070591,0.19130202,chain_2
-0.24561112,0.1968464,chain_2
-0.21657813,0.17455342,chain_2
-0.20287378,0.20552105,chain_2
-0.25421736,0.20724547,chain_2
-0.2338632,0.22224389,chain_2
-0.2184932,0.167036,chain_2
-0.21954332,0.1782335,chain_2
-0.22112918,0.17859004,chain_2
-0.2163381,0.18078618,chain_2
-0.22174872,0.1750063,chain_2
-0.19614497,0.16673058,chain_2
-0.18927899,0.16120796,chain_2
-0.22688149,0.19820029,chain_2
-0.2054309,0.18319908,chain_2
-0.21717349,0.16797814,chain_2
-0.20538753,0.17625022,chain_2
-0.19820131,0.16473787,chain_2
-0.21328321,0.17318633,chain_2
-0.24976204,0.18405251,chain_2
-0.23887523,0.20173354,chain_2
-0.27372068,0.22148255,chain_2
-0.20275904,0.15017334,chain_2
-0.1945264,0.16852811,chain_2
-0.2313848,0.17746647,chain_2
-0.24820311,0.19143768,chain_2
-0.2206095,0.16833386,chain_2
-0.22193351,0.18103303,chain_2
-0.21668069,0.16192794,chain_2
-0.21860759,0.17749533,chain_2
-0.24502486,0.1784227,chain_2
-0.24273016,0.18285607,chain_2
-0.18109836,0.1374254,chain_2
-0.2188129,0.1711613,chain_2
-0.19238348,0.16589502,chain_2
-0.213212,0.19072874,chain_2
-0.23054482,0.19724335,chain_2
-0.2112141,0.17341362,chain_2
-0.23773018,0.17808634,chain_2
-0.20617767,0.16134846,chain_2
-0.20155294,0.15602641,chain_2
-0.20711647,0.15103568,chain_2
-0.2005438,0.16394773,chain_2
-0.23602572,0.17918687,chain_2
-0.22238919,0.17422321,chain_2
-0.22023818,0.20279822,chain_2
-0.19158913,0.17423221,chain_2
-0.22193192,0.1690038,chain_2
-0.17877421,0.14692436,chain_2
-0.25052217,0.23130074,chain_2
-0.22870868,0.1360186,chain_2
-0.2284094,0.203583,chain_2
-0.21114084,0.18897927,chain_2
-0.19743346,0.15387245,chain_2
-0.25458643,0.17912015,chain_2
-0.21117486,0.18602027,chain_2
-0.22208238,0.19341278,chain_2
-0.2411646,0.18207365,chain_2
-0.22348668,0.18577261,chain_2
-0.19802685,0.14236021,chain_2
-0.19746406,0.15788698,chain_2
-0.23064372,0.17989251,chain_2
-0.20686284,0.18883376,chain_2
-0.2213977,0.21346465,chain_2
-0.2583352,0.2224297,chain_2
-0.19977312,0.16847497,chain_2
-0.17974436,0.14298776,chain_2
-0.17817853,0.15936404,chain_2
-0.19482735,0.16909814,chain_2
-0.20486026,0.19024459,chain_2
-0.20057353,0.176991,chain_2
-0.22474441,0.19715983,chain_2
-0.22479272,0.17580988,chain_2
-0.21518278,0.15950094,chain_2
-0.23947117,0.1958938,chain_2
-0.21193296,0.16323386,chain_2
-0.21211053,0.2027152,chain_2
-0.20770738,0.17102388,chain_2
-0.21718636,0.17696562,chain_2
-0.20472339,0.14453514,chain_2
-0.23333739,0.19924678,chain_2
-0.19573972,0.18532376,chain_2
-0.21011375,0.1738112,chain_2
-0.23744531,0.16212156,chain_2
-0.23858522,0.19690357,chain_2
-0.22525287,0.18570755,chain_2
-0.19907746,0.15042286,chain_2
-0.21204919,0.14455798,chain_2
-0.21048337,0.17906207,chain_2
-0.1844011,0.14929684,chain_2
-0.2182087,0.17055202,chain_2
-0.22007264,0.15248148,chain_2
-0.21664813,0.18150544,chain_2
-0.21196051,0.18623175,chain_2
-0.21571915,0.19749123,chain_2
-0.24082243,0.16119038,chain_2
-0.21751958,0.18034837,chain_2
-0.22746265,0.18078582,chain_2
-0.23585086,0.18724234,chain_2
-0.17680551,0.14316227,chain_2
-0.20732477,0.1657037,chain_2
-0.19080567,0.16218263,chain_2
-0.18807304,0.14830384,chain_2
-0.20867762,0.18478829,chain_2
-0.23542333,0.1970245,chain_2
-0.20534568,0.14701118,chain_2
-0.21650632,0.17490068,chain_2
-0.2528123,0.23792922,chain_2
-0.21982935,0.18922788,chain_2
-0.21711904,0.18934365,chain_2
-0.20016572,0.17605121,chain_2
-0.21832627,0.15976301,chain_2
-0.23542504,0.20184705,chain_2
-0.2030071,0.1881218,chain_2
-0.20470761,0.14777221,chain_2
-0.23389107,0.18194422,chain_2
-0.1936606,0.15786599,chain_2
-0.22448364,0.19748011,chain_2
-0.20949188,0.16415071,chain_2
-0.21816777,0.15091571,chain_2
-0.21663244,0.1731635,chain_2
-0.23459013,0.22921634,chain_2
-0.24111404,0.17214112,chain_2
-0.18279192,0.14710088,chain_2
-0.19994599,0.18189596,chain_2
-0.22664694,0.18641497,chain_2
-0.20257954,0.18158679,chain_2
-0.19495364,0.17175879,chain_2
-0.23011738,0.17319225,chain_2
-0.22488156,0.18311709,chain_2
-0.22449295,0.16071026,chain_2
-0.20477796,0.18217951,chain_2
-0.2128218,0.17235039,chain_2
-0.2380482,0.20071223,chain_2
-0.21755522,0.21026513,chain_2
-0.20727947,0.16759801,chain_2
-0.20711845,0.15680608,chain_2
-0.20283765,0.17596832,chain_2
-0.23277785,0.18081623,chain_2
-0.24057496,0.19418803,chain_2
-0.23020375,0.1911121,chain_2
-0.19158362,0.15609775,chain_2
-0.21227054,0.18047376,chain_2
-0.20239162,0.1533138,chain_2
-0.2049767,0.1717749,chain_2
-0.22262518,0.18687913,chain_2
-0.21762076,0.1870214,chain_2
-0.2384794,0.21195348,chain_2
-0.23840618,0.2212217,chain_2
-0.21868509,0.20954537,chain_2
-0.20565344,0.14623743,chain_2
-0.2175997,0.16909982,chain_2
-0.19638872,0.14107007,chain_2
-0.21993871,0.17425261,chain_2
-0.22121379,0.19240795,chain_2
-0.22800487,0.17439066,chain_2
-0.21219292,0.17598581,chain_2
-0.20046718,0.19783458,chain_2
-0.23473531,0.1941408,chain_2
-0.25504693,0.1898878,chain_2
-0.21248117,0.18729216,chain_2
-0.22052164,0.18936495,chain_2
-0.22452934,0.19311558,chain_2
-0.20491631,0.16740134,chain_2
-0.1937112,0.19160992,chain_2
-0.22477068,0.1800155,chain_2
-0.21121576,0.1774328,chain_2
-0.22190352,0.18686074,chain_2
-0.2059217,0.15968855,chain_2
-0.22011946,0.16979496,chain_2
-0.22303326,0.16106868,chain_2
-0.19887075,0.16530274,chain_2
-0.21490295,0.17081845,chain_2
-0.21157224,0.20474584,chain_2
-0.20170039,0.20002528,chain_2
-0.18781373,0.1405688,chain_2
-0.24104823,0.20182355,chain_2
-0.2220407,0.19108653,chain_2
-0.23430924,0.21546015,chain_2
-0.22427931,0.14183435,chain_2
-0.22689778,0.20350489,chain_2
-0.23388788,0.16934739,chain_2
-0.2082666,0.1612114,chain_2
-0.2295312,0.21989828,chain_2
-0.21208437,0.16780427,chain_2
-0.18958615,0.16427065,chain_2
-0.22873813,0.19538656,chain_2
-0.25592077,0.20206006,chain_2
-0.20277852,0.1917011,chain_2
-0.21366303,0.19318962,chain_2
-0.20846023,0.18453535,chain_2
-0.21950862,0.20514461,chain_2
-0.22123758,0.17075138,chain_2
-0.23707426,0.18774018,chain_2
-0.23404287,0.19670147,chain_2
-0.2466223,0.20066857,chain_2
-0.2384364,0.19898412,chain_2
-0.19509572,0.14861827,chain_2
-0.19220419,0.16142844,chain_2
-0.1758265,0.14994134,chain_2
-0.20076486,0.16282311,chain_2
-0.22387096,0.16001621,chain_2
-0.19319025,0.1428642,chain_2
-0.20031683,0.17553629,chain_2
-0.23205042,0.21799229,chain_2
-0.22104798,0.15571052,chain_2
-0.19773597,0.18791209,chain_2
-0.19362731,0.16211371,chain_2
-0.24398258,0.21373841,chain_2
-0.21287835,0.18810737,chain_2
-0.22391203,0.173583,chain_2
-0.22050709,0.16459009,chain_2
-0.19874576,0.15239379,chain_2
-0.19957836,0.13673703,chain_2
-0.20421658,0.18623267,chain_2
-0.2087985,0.16184261,chain_2
-0.2390107,0.19896191,chain_2
-0.22745308,0.19450498,chain_2
-0.22435856,0.18813641,chain_2
-0.20165509,0.16054939,chain_2
-0.18666425,0.16865662,chain_2
-0.20700142,0.16462924,chain_2
-0.22871116,0.19800259,chain_2
-0.21406677,0.1853871,chain_2
-0.1788762,0.1351073,chain_2
-0.19305453,0.15902056,chain_2
-0.22187111,0.19803102,chain_2
-0.21389873,0.16905028,chain_2
-0.23650743,0.1653339,chain_2
-0.2388943,0.19748713,chain_2
-0.23935486,0.16531457,chain_2
-0.23097776,0.23234846,chain_2
-0.235716,0.1865281,chain_2
-0.22283205,0.17538464,chain_2
-0.18617812,0.13486241,chain_2
-0.20116355,0.16688134,chain_2
-0.21506137,0.19194517,chain_2
-0.23199305,0.21101297,chain_2
-0.19913992,0.17718913,chain_2
-0.23464574,0.19493872,chain_2
-0.20838802,0.18533953,chain_2
-0.19505598,0.16184081,chain_2
-0.2140804,0.16949831,chain_2
-0.20804614,0.1733702,chain_2
-0.2108552,0.17106152,chain_2
-0.18705894,0.160806,chain_2
-0.20984727,0.16520463,chain_2
-0.17697655,0.14754026,chain_2
-0.18891962,0.1532128,chain_2
-0.2182754,0.20451564,chain_2
-0.2169747,0.16137685,chain_2
-0.19777733,0.19634843,chain_2
-0.19877563,0.16862026,chain_2
-0.22818042,0.20626222,chain_2
-0.23160978,0.2037727,chain_2
-0.23412336,0.20443867,chain_2
-0.21832891,0.18859006,chain_2
-0.1952848,0.18763176,chain_2
-0.19706579,0.16324243,chain_2
-0.2266429,0.17493396,chain_2
-0.24074216,0.18944454,chain_2
-0.20135194,0.16887014,chain_2
-0.20774558,0.15304455,chain_2
-0.24355984,0.18965232,chain_2
-0.20159096,0.1543975,chain_2
-0.2165559,0.17148274,chain_2
-0.24036634,0.2512727,chain_2
-0.23964329,0.19491868,chain_2
-0.20946068,0.19043154,chain_2
-0.2009423,0.15139262,chain_2
-0.19104369,0.1700381,chain_2
-0.22039118,0.16997278,chain_2
-0.22403581,0.18800297,chain_2
-0.21387272,0.2009434,chain_2
-0.20245032,0.19097672,chain_2
-0.23615794,0.17078371,chain_2
-0.22630736,0.17943761,chain_2
-0.23096971,0.21510723,chain_2
-0.22012293,0.1731315,chain_2
-0.22370335,0.16523059,chain_2
-0.20960493,0.16568536,chain_2
-0.23206632,0.17803617,chain_2
-0.20279655,0.15121602,chain_2
-0.22622603,0.20547427,chain_2
-0.23300476,0.18434605,chain_2
-0.21949488,0.20743378,chain_2
-0.20318241,0.18696839,chain_2
-0.24108896,0.19593826,chain_2
-0.23102655,0.2226666,chain_2
-0.21286689,0.17760906,chain_2
-0.20682886,0.1690679,chain_2
-0.21744515,0.20372316,chain_2
-0.21187772,0.20573543,chain_2
-0.2018451,0.16737497,chain_2
-0.2101244,0.18583167,chain_2
-0.19223492,0.16554569,chain_2
-0.23332712,0.17504235,chain_2
-0.21376169,0.16786869,chain_2
-0.22852011,0.16486526,chain_2
-0.22015996,0.20129819,chain_2
-0.20641595,0.18073918,chain_2
-0.22422142,0.17995189,chain_2
-0.2374895,0.19587861,chain_2
-0.1954611,0.16231534,chain_2
-0.2272004,0.21046668,chain_2
-0.20309538,0.14333658,chain_2
-0.22960794,0.1917569,chain_2
-0.18858731,0.17217246,chain_2
-0.20788291,0.17269783,chain_2
-0.22718102,0.17451511,chain_2
-0.20376846,0.16654792,chain_2
-0.20973544,0.17920417,chain_2
-0.22745036,0.18222968,chain_2
-0.18998767,0.15531453,chain_2
-0.20123713,0.14598079,chain_2
-0.21532531,0.1654232,chain_2
